race_id,horse_number,race,horse,jockey,frame_number,style,odds,popularity,finish_rank,time_index,note,position_1,position_2,position_3,position_4,weight,weight_delta,impost,last_3_furlongs,finish_time,race_date,course_id,num_horses,race_number,weather_name,weather_id,track_condition_name,track_condition_id,style_name,jockey_place_rate_0,jockey_place_rate_1,jockey_place_rate_2,jockey_place_rate_3,jockey_place_rate_4,jockey_place_rate_5
230104D11,5,230104D11,2015100367,5364,5,4,91.8,8,7,45,,8,8,8,8,486,-10,56,38.8,01:32.3,2023/1/4,202,8,11,晴,1,良,1,追込,0.26,0.283,0.3,0.312,0.3,0.3
230104D11,6,230104D11,2016103715,5405,6,2,3.7,2,2,56,,3,3,1,2,536,16,56,38.7,01:31.3,2023/1/4,202,8,11,晴,1,良,1,先行,0.18,0.167,0.186,0.175,0.178,0.18
230104D11,7,230104D11,2013101052,5217,7,4,49,7,4,48,,7,7,7,7,488,2,56,38.7,0:01:32,2023/1/4,202,8,11,晴,1,良,1,追込,0.52,0.533,0.5,0.5,0.489,0.5
230104D11,8,230104D11,2018102862,5328,8,3,1.8,1,1,57,,6,6,6,4,500,0,56,38,01:31.2,2023/1/4,202,8,11,晴,1,良,1,差し,0.52,0.517,0.514,0.512,0.489,0.5
230104K09,1,230104K09,2019100163,5630,1,4,29.2,5,1,73,,7,7,7,6,490,7,52,38.8,01:37.3,2023/1/4,902,8,9,晴,1,良,1,追込,0.16,0.2,0.214,0.263,0.256,0.25
230104K09,2,230104K09,2014105274,a0247,2,3,19.7,4,7,53,,8,8,7,8,477,-4,56,40.7,01:39.2,2023/1/4,902,8,9,晴,1,良,1,差し,0.32,0.267,0.271,0.287,0.289,0.3
230104K09,3,230104K09,2018103292,5562,3,4,40.4,6,4,70,,4,4,5,4,488,-10,56,39.7,01:37.6,2023/1/4,902,8,9,晴,1,良,1,追込,0.2,0.233,0.243,0.263,0.267,0.26
230104K09,4,230104K09,2019105990,5647,4,3,50.3,8,8,52,,4,5,6,7,466,2,55,41.2,01:39.3,2023/1/4,902,8,9,晴,1,良,1,差し,0.24,0.233,0.243,0.263,0.289,0.26
230104K09,5,230104K09,2019101069,5455,5,2,8,2,2,72,,1,1,1,1,525,-1,56,39.9,01:37.4,2023/1/4,902,8,9,晴,1,良,1,先行,0.3,0.317,0.3,0.3,0.289,0.29
230104K09,6,230104K09,2018104188,a0235,6,3,41.1,7,6,55,,2,2,1,5,505,-5,54,41.3,0:01:39,2023/1/4,902,8,9,晴,1,良,1,差し,0.2,0.2,0.243,0.225,0.222,0.22
230104K09,7,230104K09,2018104583,5365,7,2,1.1,1,3,71,,4,6,1,3,558,7,56,39.6,01:37.5,2023/1/4,902,8,9,晴,1,良,1,先行,0.34,0.333,0.386,0.4,0.411,0.41
230104K09,8,230104K09,2019105714,5399,8,2,9.2,3,5,68,,2,3,1,2,496,0,56,40,01:37.7,2023/1/4,902,8,9,晴,1,良,1,先行,0.3,0.333,0.371,0.35,0.344,0.35
230104N10,1,230104N10,2018106750,a0035,1,3,13.1,5,3,27,,7,8,5,,434,3,54,40.2,01:53.1,2023/1/4,1306,8,10,晴,1,良,1,差し,0.06,0.067,0.057,0.05,0.044,0.06
230104N10,2,230104N10,2016105164,5602,2,3,30.9,7,7,17,,3,2,2,,444,7,56,41.8,01:54.2,2023/1/4,1306,8,10,晴,1,良,1,差し,0.3,0.267,0.229,0.225,0.233,0.23
230104N10,3,230104N10,2018110027,5557,3,3,10.9,4,5,25,,5,7,7,,471,-10,56,40.5,01:53.3,2023/1/4,1306,8,10,晴,1,良,1,差し,0.44,0.433,0.429,0.425,0.444,0.45
230104N10,4,230104N10,2018102152,5196,4,3,3,2,6,18,,4,3,6,,473,2,52,41.6,01:54.1,2023/1/4,1306,8,10,晴,1,良,1,差し,0.46,0.45,0.429,0.388,0.378,0.37
230104N10,5,230104N10,2018105980,5489,5,4,4.1,3,2,34,,8,6,3,,471,-2,56,39.6,01:52.3,2023/1/4,1306,8,10,晴,1,良,1,追込,0.4,0.4,0.414,0.412,0.4,0.39
230104N10,6,230104N10,2018102042,5632,6,2,46.9,8,8,7,,1,1,8,,477,-11,53,43,01:55.3,2023/1/4,1306,8,10,晴,1,良,1,先行,0.26,0.267,0.243,0.225,0.233,0.23
230104N10,7,230104N10,2019105540,5171,7,3,2.4,1,1,35,,6,5,1,,414,-5,56,39.5,01:52.2,2023/1/4,1306,8,10,晴,1,良,1,差し,0.58,0.567,0.557,0.55,0.556,0.54
230104N10,8,230104N10,2016105587,5543,8,3,21.6,6,4,25,,2,4,4,,473,-7,54,40.8,01:53.3,2023/1/4,1306,8,10,晴,1,良,1,差し,0.26,0.283,0.271,0.287,0.256,0.26
230105G01,1,230105G01,2016103133,5147,1,4,79.6,8,7,-2,,8,8,8,8,484,-2,56,41.8,01:36.4,2023/1/5,602,8,1,晴,1,稍,2,追込,0.2,0.183,0.171,0.163,0.178,0.19
230105G01,2,230105G01,2018106565,5601,2,3,3.9,2,5,18,,5,5,4,4,475,14,56,42.1,01:34.6,2023/1/5,602,8,1,晴,1,稍,2,差し,0.2,0.2,0.186,0.188,0.167,0.19
230105G01,3,230105G01,2019100839,5478,3,2,12.3,3,4,23,,2,2,1,2,458,8,54,42,01:34.2,2023/1/5,602,8,1,晴,1,稍,2,先行,0.52,0.483,0.471,0.5,0.511,0.49
230105G01,4,230105G01,2014103102,5501,4,4,36.6,5,3,24,,7,7,7,5,440,-2,56,40.5,01:34.1,2023/1/5,602,8,1,晴,1,稍,2,追込,0.26,0.283,0.329,0.325,0.333,0.33
230105G01,5,230105G01,2019104519,5534,5,2,19.6,4,6,6,,4,4,6,6,510,-2,54,43.2,01:35.7,2023/1/5,602,8,1,晴,1,稍,2,先行,0.38,0.4,0.457,0.463,0.467,0.45
230105G01,6,230105G01,2018105057,5656,6,2,38.8,6,2,26,,3,3,2,3,397,-5,52,41.7,01:33.9,2023/1/5,602,8,1,晴,1,稍,2,先行,0.16,0.183,0.186,0.2,0.2,0.19
230105G01,7,230105G01,2019103535,5658,7,1,43.7,7,8,-29,,1,1,5,7,406,-4,51,46.6,01:38.8,2023/1/5,602,8,1,晴,1,稍,2,逃げ,0.18,0.183,0.157,0.163,0.156,0.15
230105G01,8,230105G01,2017101037,5654,8,3,1.2,1,1,43,,6,6,3,1,492,-4,55,39.9,01:32.4,2023/1/5,602,8,1,晴,1,稍,2,差し,0.4,0.367,0.371,0.375,0.378,0.36
230106K03,1,230106K03,2020105109,5272,1,3,48.6,8,8,-5,,6,6,7,7,417,1,54,42.1,01:37.5,2023/1/6,901,8,3,晴,1,良,1,差し,0.16,0.167,0.143,0.138,0.122,0.12
230106K03,2,230106K03,2020102618,5563,2,2,5.8,3,7,1,,1,1,1,2,433,6,54,42.6,01:36.9,2023/1/6,901,8,3,晴,1,良,1,先行,0.14,0.15,0.171,0.163,0.144,0.14
230106K03,3,230106K03,2020100647,5399,3,2,38.6,7,5,14,,5,5,6,5,427,-7,54,40.4,01:35.8,2023/1/6,901,8,3,晴,1,良,1,先行,0.28,0.3,0.343,0.35,0.344,0.35
230106K03,4,230106K03,2020101970,a017d,4,3,4.5,2,1,24,,2,2,1,1,467,-6,54,40.6,01:34.9,2023/1/6,901,8,3,晴,1,良,1,差し,0.3,0.283,0.271,0.263,0.278,0.27
230106K03,5,230106K03,2020100428,5455,5,3,28.9,6,3,16,,8,8,8,7,448,3,54,39.8,01:35.6,2023/1/6,901,8,3,晴,1,良,1,差し,0.34,0.333,0.329,0.312,0.311,0.32
230106K03,6,230106K03,2020107100,5549,6,3,9.2,4,2,23,,4,4,4,4,428,6,54,39.9,0:01:35,2023/1/6,901,8,3,晴,1,良,1,差し,0.3,0.333,0.329,0.3,0.289,0.28
230106K03,7,230106K03,2020100227,5380,7,2,1.7,1,4,14,,3,3,1,3,475,-6,54,41.3,01:35.8,2023/1/6,901,8,3,晴,1,良,1,先行,0.54,0.517,0.529,0.512,0.511,0.51
230106K03,8,230106K03,2020100961,a0188,8,3,10.8,5,6,9,,7,7,5,5,486,-7,54,40.7,01:36.2,2023/1/6,901,8,3,晴,1,良,1,差し,0.2,0.233,0.2,0.212,0.222,0.2
230109C03,1,230109C03,2017102250,a01ad,1,3,107.5,7,6,24,,5,5,5,6,480,0,54,41.3,01:27.4,2023/1/9,501,8,3,晴,1,重,3,差し,0.26,0.267,0.243,0.237,0.233,0.23
230109C03,2,230109C03,2015103366,5299,2,3,2.4,2,2,48,,6,6,6,4,482,0,56,39.3,01:25.4,2023/1/9,501,8,3,晴,1,重,3,差し,0.6,0.55,0.557,0.55,0.533,0.52
230109C03,3,230109C03,2014102483,a01bb,3,3,21.8,4,5,25,,3,3,2,2,492,-3,56,41.7,01:27.3,2023/1/9,501,8,3,晴,1,重,3,差し,0.22,0.2,0.229,0.237,0.278,0.31
230109C03,4,230109C03,2017101420,5496,4,3,7.6,3,3,47,,4,4,4,3,471,-3,56,39.9,01:25.5,2023/1/9,501,8,3,晴,1,重,3,差し,0.28,0.233,0.214,0.2,0.222,0.23
230109C03,5,230109C03,2016106194,5600,5,3,48.3,5,7,20,,7,7,7,7,489,-4,56,41.6,01:27.7,2023/1/9,501,8,3,晴,1,重,3,差し,0.32,0.333,0.329,0.312,0.311,0.32
230109C03,6,230109C03,2017106424,5564,6,3,79.7,6,4,29,,2,2,3,5,518,0,56,41.5,0:01:27,2023/1/9,501,8,3,晴,1,重,3,差し,0.12,0.133,0.129,0.125,0.133,0.15
230109C03,7,230109C03,2013104007,a022d,7,4,223.9,8,8,13,,8,8,8,8,463,-9,56,41.3,01:28.3,2023/1/9,501,8,3,晴,1,重,3,追込,0.06,0.067,0.086,0.075,0.1,0.09
230109C03,8,230109C03,2014103971,5074,8,1,1.6,1,1,53,,1,1,1,1,535,22,56,39.8,0:01:25,2023/1/9,501,8,3,晴,1,重,3,逃げ,0.44,0.45,0.5,0.525,0.5,0.47
230109C06,1,230109C06,2018101933,a03e2,1,2,3.5,1,2,44,,3,3,3,3,495,-2,56,39.4,01:47.1,2023/1/9,503,8,6,晴,1,重,3,先行,0.36,0.35,0.357,0.338,0.356,0.34
230109C06,2,230109C06,2018100063,a02f8,2,3,7,6,7,37,,5,4,5,4,473,-7,56,40,01:47.8,2023/1/9,503,8,6,晴,1,重,3,差し,0.3,0.333,0.329,0.338,0.311,0.33
230109C06,3,230109C06,2017103259,a01bb,3,4,22.6,7,6,40,,4,5,4,6,474,3,56,39.7,01:47.5,2023/1/9,503,8,6,晴,1,重,3,追込,0.22,0.183,0.214,0.225,0.244,0.29
230109C06,4,230109C06,2013102313,a0270,4,3,5.9,4,3,43,,8,7,7,5,489,4,56,38.9,01:47.2,2023/1/9,503,8,6,晴,1,重,3,差し,0.36,0.333,0.357,0.325,0.3,0.3
230109C06,5,230109C06,2013103294,5536,5,4,4.3,2,5,41,,7,6,6,7,542,-10,56,39.5,01:47.4,2023/1/9,503,8,6,晴,1,重,3,追込,0.3,0.333,0.329,0.338,0.356,0.38
